target,longitud_text,cantidad_palabras,keyword_mean,location_mean,numerales
0,139,20,0.685714285714,0.666666666667,1
0,49,8,0.0,0.0,0
0,110,20,0.0,0.0,0
0,140,16,0.0,0.0,6
0,73,11,0.0,0.0,0
0,140,16,0.0,0.666666666667,6
0,53,8,0.0,0.0,0
0,125,24,0.0,0.0,0
0,69,11,0.0,0.0,0
0,83,11,0.0,0.424397947098,1
0,60,11,0.0,0.0,0
0,109,18,0.0,0.424397947098,0
0,34,2,0.0,0.5,0
0,140,16,0.0,0.0,6
0,140,16,0.0,0.666666666667,6
0,140,16,0.0,0.424397947098,6
0,54,9,0.0,0.0,0
0,140,16,0.0,0.0,6
0,140,16,0.0,0.0,6
0,139,21,0.0,0.0,2
0,123,16,0.0,0.0,0
0,136,23,0.0,0.424397947098,2
0,78,8,0.0,0.424397947098,0
0,130,16,0.0,0.61038961039,2
0,128,19,0.0,0.0,0
0,132,26,0.0,0.0,0
0,110,16,0.0,0.0,3
0,138,27,0.0,0.0,0
0,61,11,0.0,0.0,0
0,27,5,0.0,0.424397947098,0
0,34,2,0.0,0.424397947098,0
0,114,21,0.0,0.424397947098,0
0,104,19,0.0,0.0,0
0,78,14,0.0,0.0,0
0,136,18,0.0,0.424397947098,0
1,136,18,0.857142857143,1.0,1
1,136,20,0.857142857143,0.4,0
0,80,14,0.857142857143,0.0,0
1,136,18,0.857142857143,0.5,0
1,104,17,0.857142857143,0.424397947098,0
1,110,20,0.857142857143,1.0,0
1,75,9,0.857142857143,1.0,0
1,84,10,0.857142857143,1.0,0
1,135,22,0.857142857143,1.0,0
1,97,10,0.857142857143,1.0,3
1,142,18,0.857142857143,1.0,0
1,136,20,0.857142857143,0.424397947098,0
1,95,13,0.857142857143,0.615384615385,4
0,71,13,0.857142857143,0.0,0
0,126,22,0.857142857143,0.0,0
1,136,18,0.857142857143,1.0,1
1,128,13,0.857142857143,0.424397947098,8
1,89,10,0.857142857143,1.0,0
1,83,10,0.857142857143,1.0,0
1,70,11,0.857142857143,1.0,0
1,138,18,0.857142857143,0.424397947098,7
1,80,11,0.857142857143,1.0,0
1,136,18,0.857142857143,0.448275862069,0
1,136,18,0.857142857143,0.424397947098,0
1,141,17,0.857142857143,1.0,0
1,136,25,0.857142857143,1.0,0
1,75,10,0.857142857143,0.833333333333,0
1,112,14,0.857142857143,1.0,8
1,136,20,0.857142857143,0.424397947098,0
1,26,5,0.857142857143,0.5,0
0,68,13,0.857142857143,0.0,0
0,104,21,0.857142857143,0.636363636364,0
1,87,12,0.857142857143,1.0,0
1,62,7,0.857142857143,0.666666666667,0
1,136,21,0.857142857143,0.583333333333,1
1,116,22,0.526315789474,0.424397947098,1
1,110,11,0.526315789474,1.0,0
1,140,20,0.526315789474,1.0,1
1,106,13,0.526315789474,0.424397947098,1
0,85,9,0.526315789474,0.0,0
1,136,19,0.526315789474,1.0,0
1,87,10,0.526315789474,0.424397947098,0
0,103,13,0.526315789474,0.0,0
0,89,13,0.526315789474,0.0,0
1,124,18,0.526315789474,0.5,0
0,72,13,0.526315789474,0.863636363636,2
1,107,13,0.526315789474,0.424397947098,3
1,110,11,0.526315789474,1.0,0
0,34,5,0.526315789474,0.0,0
0,83,11,0.526315789474,0.424397947098,0
0,103,13,0.526315789474,0.0,0
1,73,8,0.526315789474,0.424397947098,0
0,121,21,0.526315789474,0.0,0
0,115,14,0.526315789474,0.5,3
1,110,11,0.526315789474,0.424397947098,0
1,87,10,0.526315789474,1.0,0
0,103,13,0.526315789474,0.0,0
0,103,13,0.526315789474,0.0,0
0,133,22,0.526315789474,0.0,0
1,66,12,0.526315789474,1.0,0
1,96,11,0.526315789474,0.424397947098,1
1,110,11,0.526315789474,1.0,0
0,47,9,0.526315789474,0.424397947098,0
0,108,9,0.526315789474,0.448275862069,0
0,99,12,0.526315789474,0.0,0
1,110,11,0.526315789474,1.0,0
1,110,11,0.526315789474,0.424397947098,0
1,98,11,0.526315789474,0.61038961039,1
1,98,11,0.526315789474,1.0,1
0,64,11,0.526315789474,0.424397947098,0
0,120,18,0.526315789474,0.424397947098,0
1,110,11,0.526315789474,1.0,0
0,69,13,0.526315789474,0.0,0
0,101,17,0.323529411765,0.0,0
0,110,19,0.323529411765,0.0,0
0,43,6,0.323529411765,0.466666666667,1
0,110,13,0.323529411765,0.0,0
0,127,19,0.323529411765,0.424397947098,0
1,43,5,0.323529411765,0.424397947098,0
0,105,16,0.323529411765,0.424397947098,0
0,82,14,0.323529411765,0.0,0
0,90,17,0.323529411765,0.0,0
1,138,18,0.323529411765,0.666666666667,0
0,24,4,0.323529411765,0.424397947098,0
1,138,18,0.323529411765,0.424397947098,0
0,99,13,0.323529411765,0.0,0
0,89,13,0.323529411765,0.424397947098,0
0,125,17,0.323529411765,0.61038961039,0
1,106,16,0.323529411765,0.424397947098,0
1,131,22,0.323529411765,0.424397947098,0
0,123,24,0.323529411765,0.0,0
1,135,17,0.323529411765,0.355555555556,0
0,86,15,0.323529411765,0.0,0
1,42,8,0.323529411765,0.424397947098,0
1,128,16,0.323529411765,1.0,0
0,78,9,0.323529411765,0.424397947098,0
0,140,21,0.323529411765,0.0,0
0,122,14,0.323529411765,0.0,2
1,134,23,0.323529411765,0.424397947098,0
0,73,13,0.323529411765,0.0,0
0,139,22,0.323529411765,0.424397947098,0
0,133,20,0.323529411765,0.0,0
1,138,18,0.323529411765,0.424397947098,0
1,114,15,0.323529411765,0.5,0
0,136,23,0.323529411765,0.424397947098,0
0,138,22,0.323529411765,0.355555555556,0
0,46,7,0.323529411765,0.0,1
1,120,17,0.344827586207,0.533333333333,0
0,115,21,0.344827586207,0.424397947098,0
0,62,6,0.344827586207,0.424397947098,0
0,138,19,0.344827586207,0.424397947098,0
1,41,4,0.344827586207,1.0,0
0,123,12,0.344827586207,0.333333333333,0
1,85,8,0.344827586207,1.0,0
0,139,19,0.344827586207,0.424397947098,0
1,139,19,0.344827586207,0.5,0
0,118,17,0.344827586207,0.0,0
1,138,19,0.344827586207,0.424397947098,0
0,138,20,0.344827586207,0.5,0
0,86,6,0.344827586207,0.61038961039,0
1,91,13,0.344827586207,0.424397947098,0
1,148,21,0.344827586207,0.424397947098,1
0,92,14,0.344827586207,0.0,0
0,139,19,0.344827586207,0.0,0
0,124,23,0.344827586207,0.5,0
0,148,22,0.344827586207,0.424397947098,1
0,144,21,0.344827586207,0.424397947098,1
0,140,18,0.344827586207,0.75,3
1,87,12,0.344827586207,1.0,0
0,139,23,0.344827586207,0.5,0
0,139,19,0.344827586207,0.0,0
0,95,9,0.344827586207,0.424397947098,1
0,87,13,0.344827586207,0.424397947098,0
1,123,12,0.344827586207,0.333333333333,0
0,139,19,0.344827586207,0.0,0
1,138,19,0.344827586207,1.0,0
0,46,10,0.28125,0.0,0
1,96,16,0.28125,1.0,0
0,49,7,0.28125,0.424397947098,0
0,128,16,0.28125,0.424397947098,1
0,17,2,0.28125,0.3,0
1,141,17,0.28125,1.0,2
0,99,17,0.28125,0.3,0
0,120,20,0.28125,0.424397947098,0
0,36,8,0.28125,0.0,0
1,115,19,0.28125,0.428571428571,0
0,65,12,0.28125,0.0,1
0,25,5,0.28125,0.424397947098,0
0,144,18,0.28125,0.424397947098,0
1,49,10,0.28125,1.0,0
0,141,23,0.28125,0.424397947098,0
0,133,18,0.28125,0.5,0
0,144,20,0.28125,0.424397947098,0
0,73,13,0.28125,0.424397947098,0
1,137,26,0.28125,1.0,0
0,88,16,0.28125,0.428571428571,0
0,97,17,0.28125,0.0,0
0,82,16,0.28125,0.0,0
1,106,15,0.28125,1.0,0
0,134,17,0.28125,0.424397947098,0
0,140,21,0.28125,0.424397947098,0
0,114,14,0.28125,0.424397947098,1
0,70,11,0.28125,0.0,0
1,113,14,0.28125,0.424397947098,2
1,28,4,0.28125,0.424397947098,0
1,137,21,0.28125,0.424397947098,0
0,138,23,0.28125,0.5,0
0,133,19,0.28125,0.424397947098,0
0,91,16,0.119047619048,0.166666666667,1
0,94,16,0.119047619048,0.166666666667,1
0,120,11,0.119047619048,0.0,2
0,35,5,0.119047619048,0.424397947098,0
0,65,8,0.119047619048,0.424397947098,0
0,65,11,0.119047619048,0.0,0
0,116,14,0.119047619048,0.424397947098,0
0,78,12,0.119047619048,0.0,0
0,135,15,0.119047619048,0.424397947098,11
0,78,16,0.119047619048,0.0,0
0,132,21,0.119047619048,0.448275862069,1
0,110,22,0.119047619048,0.666666666667,0
0,125,19,0.119047619048,0.61038961039,0
1,98,16,0.119047619048,0.166666666667,1
0,135,15,0.119047619048,0.424397947098,11
0,96,16,0.119047619048,0.166666666667,1
0,103,16,0.119047619048,0.6,2
1,34,2,0.119047619048,1.0,0
0,120,15,0.119047619048,0.0,0
0,27,2,0.119047619048,0.0,0
0,140,23,0.119047619048,0.0,0
1,99,14,0.119047619048,0.4,0
0,135,16,0.119047619048,0.631578947368,0
0,131,20,0.119047619048,0.424397947098,5
0,110,16,0.119047619048,0.0,0
0,107,16,0.119047619048,0.333333333333,0
0,139,18,0.119047619048,0.411764705882,7
1,91,15,0.119047619048,1.0,1
0,134,24,0.119047619048,0.424397947098,0
0,81,9,0.119047619048,0.0,0
0,44,6,0.119047619048,0.0,1
0,126,20,0.119047619048,0.0,0
0,41,5,0.119047619048,0.0,0
0,136,16,0.119047619048,0.424397947098,4
0,141,13,0.119047619048,0.0,2
0,63,9,0.119047619048,0.0,1
0,108,12,0.119047619048,0.0,1
0,136,18,0.119047619048,0.424397947098,0
1,139,21,0.119047619048,0.424397947098,3
0,138,24,0.119047619048,0.0,0
0,122,11,0.119047619048,0.0,2
0,83,12,0.119047619048,0.0,0
0,89,11,0.147058823529,0.424397947098,1
0,103,12,0.147058823529,0.424397947098,1
0,98,13,0.147058823529,0.424397947098,1
0,89,10,0.147058823529,0.424397947098,1
0,89,10,0.147058823529,0.424397947098,1
0,103,12,0.147058823529,0.424397947098,1
0,102,19,0.147058823529,0.0,0
0,127,18,0.147058823529,0.0,0
1,143,20,0.147058823529,0.714285714286,0
0,107,14,0.147058823529,0.424397947098,3
1,96,22,0.147058823529,1.0,0
0,73,8,0.147058823529,0.0,0
1,103,12,0.147058823529,0.424397947098,1
0,141,18,0.147058823529,0.225352112676,0
0,103,12,0.147058823529,0.424397947098,1
1,104,11,0.147058823529,0.424397947098,0
0,142,28,0.147058823529,0.6,1
0,105,14,0.147058823529,0.0,1
0,89,11,0.147058823529,0.424397947098,1
0,103,12,0.147058823529,0.424397947098,1
0,84,11,0.147058823529,0.0,3
0,97,11,0.147058823529,0.424397947098,1
0,138,24,0.147058823529,0.0,0
0,137,20,0.147058823529,0.225352112676,0
0,89,11,0.147058823529,0.424397947098,1
0,88,10,0.147058823529,0.424397947098,1
0,89,11,0.147058823529,0.424397947098,1
0,88,10,0.147058823529,0.424397947098,1
0,139,20,0.147058823529,0.714285714286,0
1,118,22,0.147058823529,1.0,0
0,137,20,0.147058823529,0.225352112676,0
0,137,20,0.147058823529,0.424397947098,0
0,103,12,0.147058823529,0.424397947098,1
0,97,11,0.147058823529,0.0,1
0,117,13,0.6875,0.424397947098,0
1,135,15,0.6875,1.0,0
1,123,19,0.6875,0.61038961039,0
0,31,6,0.6875,0.333333333333,0
1,100,15,0.6875,1.0,0
1,136,17,0.6875,0.424397947098,1
1,111,13,0.6875,0.424397947098,0
1,111,13,0.6875,0.5,0
0,18,4,0.6875,0.0,0
0,107,13,0.6875,0.333333333333,1
0,58,4,0.6875,0.0,0
1,85,11,0.6875,0.5,0
1,73,10,0.6875,0.424397947098,0
1,79,13,0.6875,1.0,0
1,81,9,0.6875,0.61038961039,0
1,136,19,0.6875,1.0,2
1,48,8,0.6875,1.0,0
0,145,19,0.6875,0.5,0
1,115,15,0.6875,1.0,0
1,135,18,0.6875,0.424397947098,0
0,101,13,0.6875,0.307692307692,1
0,23,4,0.6875,0.0,0
1,136,19,0.6875,1.0,2
1,111,13,0.6875,0.424397947098,0
0,127,15,0.6875,0.363636363636,1
0,107,13,0.6875,0.0,1
1,111,13,0.6875,1.0,0
1,81,11,0.6875,0.424397947098,1
1,100,13,0.6875,1.0,0
1,112,14,0.6875,0.424397947098,1
1,105,15,0.6875,0.424397947098,0
1,85,11,0.6875,0.424397947098,0
1,47,7,0.235294117647,0.1,0
0,80,9,0.235294117647,0.333333333333,1
1,64,7,0.235294117647,0.727272727273,0
0,97,16,0.235294117647,0.1,0
1,67,7,0.235294117647,0.631578947368,0
1,85,11,0.235294117647,1.0,0
0,59,7,0.235294117647,0.0,0
0,21,4,0.235294117647,0.1,0
0,98,11,0.235294117647,0.0,1
0,27,4,0.235294117647,0.0,0
0,64,14,0.235294117647,0.666666666667,0
0,136,14,0.235294117647,0.666666666667,4
1,144,14,0.235294117647,0.5,4
0,139,17,0.235294117647,0.5,0
0,46,9,0.235294117647,0.1,0
0,118,12,0.235294117647,0.0,2
0,39,4,0.235294117647,0.1,0
0,61,14,0.235294117647,0.424397947098,0
0,136,18,0.235294117647,0.0,1
0,24,6,0.235294117647,0.1,0
0,98,14,0.235294117647,0.0,0
0,21,2,0.235294117647,0.424397947098,0
1,80,9,0.235294117647,0.411764705882,1
0,56,9,0.235294117647,0.1,0
0,79,15,0.235294117647,0.0,0
1,89,11,0.235294117647,0.225352112676,1
0,107,18,0.235294117647,0.424397947098,0
0,46,5,0.235294117647,0.1,0
0,60,12,0.235294117647,0.1,0
0,35,8,0.235294117647,0.1,0
0,48,8,0.235294117647,0.424397947098,0
0,136,20,0.235294117647,0.61038961039,0
0,120,18,0.235294117647,0.424397947098,0
1,93,16,0.235294117647,0.424397947098,0
1,107,11,0.694444444444,0.333333333333,2
0,100,12,0.694444444444,0.166666666667,1
1,107,11,0.694444444444,0.424397947098,0
1,48,7,0.694444444444,0.5,1
0,63,11,0.694444444444,0.0,0
1,123,20,0.694444444444,0.424397947098,0
1,113,14,0.694444444444,0.424397947098,0
0,90,16,0.694444444444,0.5,0
1,80,11,0.694444444444,1.0,1
1,97,13,0.694444444444,0.424397947098,1
1,115,12,0.694444444444,1.0,0
1,80,9,0.694444444444,1.0,0
1,127,15,0.694444444444,0.833333333333,1
1,102,13,0.694444444444,1.0,0
1,109,14,0.694444444444,0.424397947098,0
1,108,14,0.694444444444,1.0,0
1,88,11,0.694444444444,1.0,1
0,95,19,0.694444444444,0.0,0
0,69,13,0.694444444444,0.424397947098,0
0,137,27,0.694444444444,0.5,0
1,115,12,0.694444444444,0.424397947098,1
1,138,18,0.694444444444,1.0,2
1,112,14,0.694444444444,0.424397947098,0
0,45,7,0.694444444444,0.0,0
1,106,11,0.694444444444,1.0,0
1,144,21,0.694444444444,0.863636363636,0
1,141,21,0.694444444444,1.0,0
1,112,20,0.694444444444,1.0,0
1,107,11,0.694444444444,0.424397947098,0
1,127,24,0.694444444444,1.0,0
0,133,24,0.694444444444,0.0,0
0,77,8,0.694444444444,0.424397947098,0
1,79,13,0.694444444444,1.0,0
0,56,12,0.694444444444,0.424397947098,0
1,123,13,0.694444444444,0.5,1
0,17,3,0.694444444444,0.5,0
0,40,8,0.6,0.0,1
1,136,18,0.6,1.0,0
0,127,22,0.6,0.307692307692,0
0,28,4,0.6,0.0,0
0,47,5,0.6,0.0,0
0,122,20,0.6,0.0,0
0,133,24,0.6,0.0,0
1,87,12,0.6,1.0,0
1,122,18,0.6,1.0,0
1,122,18,0.6,0.424397947098,0
1,122,18,0.6,0.424397947098,0
1,124,17,0.6,0.424397947098,1
1,62,6,0.6,0.424397947098,0
1,122,18,0.6,0.355555555556,0
0,67,12,0.6,0.0,1
0,42,4,0.6,0.424397947098,0
0,130,22,0.6,0.0,0
1,122,18,0.6,0.424397947098,0
1,122,18,0.6,1.0,0
0,136,21,0.6,0.307692307692,0
1,103,14,0.6,0.636363636364,0
0,89,15,0.6,0.0,0
1,122,18,0.6,1.0,0
1,122,18,0.6,1.0,0
1,122,18,0.6,1.0,0
0,133,17,0.6,0.424397947098,3
1,122,18,0.6,0.666666666667,0
0,80,12,0.6,0.0,0
1,122,18,0.6,0.61038961039,0
1,122,18,0.6,1.0,0
1,122,18,0.6,1.0,0
1,131,25,0.6,1.0,0
1,122,18,0.6,1.0,0
0,53,9,0.6,0.0,0
1,122,18,0.6,1.0,0
0,112,13,0.133333333333,0.538461538462,3
0,92,12,0.133333333333,0.0,0
0,34,6,0.133333333333,0.0,0
0,125,15,0.133333333333,0.424397947098,4
0,102,16,0.133333333333,0.0,0
0,60,10,0.133333333333,0.0,0
0,131,21,0.133333333333,0.5,0
0,126,15,0.133333333333,0.424397947098,1
0,117,15,0.133333333333,0.592592592593,0
0,131,15,0.133333333333,0.0,1
0,99,12,0.133333333333,0.0,0
0,114,16,0.133333333333,0.424397947098,0
0,96,19,0.133333333333,0.466666666667,0
0,131,18,0.133333333333,0.0,0
0,117,9,0.133333333333,0.424397947098,0
0,127,15,0.133333333333,0.0,0
1,75,15,0.133333333333,0.424397947098,0
0,116,16,0.133333333333,0.424397947098,0
1,108,10,0.133333333333,0.571428571429,2
0,138,17,0.133333333333,0.2,2
0,106,17,0.133333333333,0.0,0
0,128,18,0.133333333333,0.0,1
0,73,11,0.133333333333,0.0,0
0,49,6,0.133333333333,0.0,0
0,79,14,0.133333333333,0.6,0
0,81,11,0.133333333333,0.0,0
0,114,15,0.133333333333,0.448275862069,2
1,70,8,0.133333333333,0.444444444444,3
1,141,22,0.133333333333,0.424397947098,0
0,52,8,0.133333333333,0.0,0
1,126,18,0.192307692308,0.225352112676,0
1,126,16,0.192307692308,0.424397947098,0
0,97,13,0.192307692308,0.424397947098,0
0,120,20,0.192307692308,0.0,0
0,133,14,0.192307692308,0.166666666667,0
1,96,15,0.192307692308,1.0,0
0,138,21,0.192307692308,0.424397947098,0
0,84,14,0.192307692308,0.424397947098,2
0,136,21,0.192307692308,0.2,1
1,107,19,0.192307692308,0.61038961039,0
0,138,21,0.192307692308,0.428571428571,0
0,49,8,0.192307692308,0.424397947098,0
0,75,12,0.192307692308,0.333333333333,0
0,44,10,0.192307692308,0.0,1
0,88,12,0.192307692308,0.0,0
0,88,11,0.192307692308,0.727272727273,1
1,107,17,0.192307692308,0.424397947098,0
0,79,11,0.192307692308,0.424397947098,0
0,30,4,0.192307692308,0.0,0
0,137,22,0.192307692308,0.0,0
0,54,9,0.192307692308,0.0,0
0,44,5,0.192307692308,0.0,0
0,126,18,0.192307692308,0.225352112676,0
0,106,19,0.192307692308,0.61038961039,0
0,138,13,0.192307692308,0.5,3
0,123,20,0.192307692308,0.411764705882,0
1,104,15,0.594594594595,0.666666666667,0
0,83,10,0.594594594595,0.0,0
0,138,16,0.594594594595,0.424397947098,1
1,112,16,0.594594594595,0.5,0
1,94,9,0.594594594595,0.424397947098,0
0,104,14,0.594594594595,0.0,0
1,115,16,0.594594594595,0.5,0
1,139,20,0.594594594595,0.61038961039,2
1,136,17,0.594594594595,0.75,0
0,95,11,0.594594594595,0.5,0
0,139,16,0.594594594595,0.333333333333,4
0,112,16,0.594594594595,0.0,0
1,131,19,0.594594594595,0.424397947098,0
1,137,18,0.594594594595,0.666666666667,0
1,106,15,0.594594594595,1.0,1
1,126,18,0.594594594595,0.424397947098,4
0,137,20,0.594594594595,0.61038961039,0
1,129,17,0.594594594595,1.0,0
0,106,15,0.594594594595,0.424397947098,1
1,98,14,0.594594594595,0.666666666667,0
1,140,20,0.594594594595,0.5,0
0,107,13,0.594594594595,0.424397947098,0
0,107,15,0.594594594595,0.0,0
1,138,16,0.594594594595,0.225352112676,5
0,83,10,0.594594594595,0.5,0
1,91,10,0.594594594595,1.0,0
1,142,17,0.594594594595,1.0,3
0,140,14,0.594594594595,0.0,1
1,112,16,0.594594594595,1.0,0
1,83,8,0.594594594595,0.631578947368,1
1,98,14,0.594594594595,0.424397947098,0
1,99,14,0.594594594595,1.0,1
0,84,11,0.594594594595,0.0,0
0,98,14,0.594594594595,0.424397947098,0
1,142,17,0.594594594595,1.0,3
1,112,16,0.594594594595,0.424397947098,0
0,140,15,0.594594594595,0.0,0
1,26,4,0.7,0.424397947098,0
1,133,20,0.7,1.0,0
1,126,16,0.7,0.75,2
0,143,18,0.7,0.424397947098,0
1,151,22,0.7,0.424397947098,0
1,117,20,0.7,0.424397947098,0
1,96,12,0.7,0.636363636364,3
1,132,14,0.7,0.424397947098,0
0,136,21,0.7,0.424397947098,0
0,124,15,0.7,0.0,1
1,137,22,0.7,0.424397947098,0
1,134,21,0.7,0.6,0
1,138,14,0.7,1.0,0
1,140,20,0.7,0.5,0
0,26,4,0.7,0.424397947098,0
1,56,11,0.7,0.424397947098,0
1,136,15,0.7,1.0,0
0,136,16,0.7,0.424397947098,4
1,143,19,0.7,0.424397947098,0
0,140,20,0.7,0.424397947098,0
1,26,4,0.7,0.424397947098,0
0,129,17,0.7,0.0,2
1,138,18,0.7,0.424397947098,0
1,150,22,0.7,0.424397947098,0
0,26,4,0.7,0.424397947098,0
1,150,22,0.7,0.424397947098,0
0,139,15,0.7,0.424397947098,0
1,129,20,0.7,0.424397947098,1
1,61,9,0.7,1.0,0
1,130,15,0.7,0.75,2
0,23,3,0.131578947368,0.411764705882,0
0,44,8,0.131578947368,0.424397947098,1
0,92,14,0.131578947368,0.424397947098,0
0,131,26,0.131578947368,0.424397947098,0
0,38,5,0.131578947368,0.0,0
0,22,5,0.131578947368,0.5,0
0,120,21,0.131578947368,0.424397947098,0
1,75,14,0.131578947368,1.0,0
0,137,11,0.131578947368,0.0,3
1,66,15,0.131578947368,0.5,0
0,47,8,0.131578947368,0.424397947098,0
0,40,8,0.131578947368,0.424397947098,0
0,80,17,0.131578947368,0.424397947098,0
1,101,12,0.131578947368,0.5,0
1,88,10,0.131578947368,1.0,1
0,19,3,0.131578947368,0.0,0
0,92,18,0.131578947368,0.424397947098,0
0,125,19,0.131578947368,0.0,0
0,140,17,0.131578947368,0.424397947098,0
0,39,10,0.131578947368,0.0,0
0,77,13,0.131578947368,0.333333333333,1
0,125,24,0.131578947368,0.0,0
0,75,11,0.131578947368,0.424397947098,0
0,38,5,0.131578947368,0.0,0
0,61,11,0.131578947368,0.0,0
0,118,20,0.131578947368,0.0,0
0,118,15,0.131578947368,0.0,1
0,59,10,0.131578947368,0.0,0
0,93,12,0.131578947368,0.0,0
1,117,14,0.131578947368,1.0,1
0,100,16,0.131578947368,0.0,0
0,93,14,0.131578947368,0.424397947098,0
0,76,12,0.131578947368,0.0,0
0,125,21,0.131578947368,0.424397947098,0
0,110,14,0.131578947368,0.0,0
0,29,9,0.131578947368,0.333333333333,0
0,33,7,0.131578947368,0.424397947098,0
0,140,14,0.131578947368,0.0,6
0,76,8,0.0294117647059,0.333333333333,1
0,91,11,0.0294117647059,0.424397947098,2
1,98,15,0.0294117647059,1.0,0
0,135,19,0.0294117647059,0.0,0
0,141,20,0.0294117647059,0.424397947098,0
0,141,20,0.0294117647059,0.225352112676,0
0,68,13,0.0294117647059,0.424397947098,0
0,120,18,0.0294117647059,0.424397947098,0
0,86,11,0.0294117647059,0.424397947098,0
0,141,20,0.0294117647059,0.0,2
0,41,7,0.0294117647059,0.424397947098,0
0,70,12,0.0294117647059,0.0,1
0,105,15,0.0294117647059,0.0,0
0,79,14,0.0294117647059,0.424397947098,0
0,127,19,0.0294117647059,0.5,0
0,95,15,0.0294117647059,0.0,1
0,43,5,0.0294117647059,0.424397947098,0
0,129,19,0.0294117647059,0.424397947098,0
0,124,21,0.0294117647059,0.428571428571,0
0,125,21,0.0294117647059,0.424397947098,0
0,56,12,0.0294117647059,0.424397947098,0
0,18,3,0.0294117647059,0.0,0
